node,count
n2240,118
n2243,116
n2244,113
n2245,118
n2246,7
n2247,6
n2248,7
n2251,6
n2252,6
n2253,6
n2254,117
n2255,119
n2256,121
n2258,5
n2259,5
n2260,5
n2261,119
n2262,119
n2263,122
n2267,9
n2268,8
n2269,10
n2270,113
n2271,113
n2272,118
n2275,8
n2276,7
n2277,8
n2278,116
n2279,117
n2280,121
n2283,6
n2284,6
n2285,7
n2286,117
n2287,116
n2288,120
n2290,7
n2291,8
n2292,8
n2293,114
n2294,113
n2295,118
n2312,113
n2313,116
n2314,118
n2315,6
n2316,6
n2317,7
n2319,4
n2320,5
n2321,5
n2322,118
n2323,118
n2324,121
n2326,6
n2327,7
n2328,7
n2329,113
n2330,115
n2331,119
n2333,7
n2334,7
n2335,8
n2336,115
n2337,116
n2338,121
n2340,7
n2341,7
n2342,8
n2343,116
n2344,115
n2345,120
n2347,6
n2348,6
n2349,7
n2350,118
n2351,115
n2352,119
n2354,7
n2355,6
n2356,7
n2357,117
n2358,118
n2359,121
n2361,114
n2362,116
n2363,119
n2364,116
n2365,115
n2366,119
n2367,5
n2368,5
n2369,6
n2370,117
n2371,115
n2372,119
n2374,6
n2375,7
n2376,8
n2377,116
n2378,112
n2379,117
n2381,7
n2382,7
n2383,8
n2384,114
n2385,113
n2386,119
n2388,8
n2389,8
n2390,8
n2391,115
n2392,116
n2393,121
n2395,5
n2396,5
n2397,6
n2398,118
n2399,118
n2400,122
n2402,6
n2403,6
n2404,6
n2405,118
n2406,116
n2407,120
n2409,117
n2410,116
n2411,119
n2412,116
n2413,116
n2414,119
n2415,6
n2416,7
n2417,8
n2418,116
n2419,115
n2420,120
n2422,10
n2423,9
n2424,10
n2425,116
n2426,115
n2427,122
n2429,8
n2430,8
n2431,8
n2432,113
n2433,110
n2434,118
n2436,8
n2437,8
n2438,8
n2439,115
n2440,115
n2441,121
n2443,6
n2444,6
n2445,7
n2446,115
n2447,115
n2448,119
n2450,6
n2451,7
n2452,7
n2453,114
n2454,114
n2455,119
n2457,114
n2458,114
n2459,119
n2460,115
n2461,119
n2462,121
n2463,6
n2464,8
n2465,8
n2466,113
n2467,115
n2468,118
n2470,115
n2471,114
n2472,118
n2473,5
n2474,5
n2475,5
n2476,117
n2477,115
n2478,120
n2479,6
n2480,6
n2481,6
n2482,115
n2483,113
n2484,119
n2485,6
n2486,6
n2487,7
n2488,5
n2489,5
n2490,6
n2491,115
n2492,115
n2493,118
n2495,113
n2496,115
n2497,119
n2498,8
n2499,9
n2500,9
n2501,116
n2502,115
n2503,120
n2506,9
n2507,8
n2508,9
n2510,7
n2511,7
n2512,8
n2513,113
n2514,113
n2515,118
n2540,7
n2541,7
n2542,8
n2547,6
n2548,7
n2549,7
n2572,6
n2573,5
n2574,6
n2579,4
n2580,5
n2581,6
n2604,6
n2605,8
n2606,8
n2611,5
n2612,6
n2613,6
n2636,7
n2637,9
n2638,9
n2639,118
n2640,115
n2641,120
n2643,114
n2644,118
n2645,119
n2646,5
n2647,6
n2648,7
n2651,8
n2652,8
n2653,9
n2654,117
n2655,115
n2656,121
n2658,5
n2659,5
n2660,5
n2661,120
n2662,119
n2663,122
n2667,5
n2668,6
n2669,7
n2670,119
n2671,120
n2672,122
n2674,7
n2675,7
n2676,8
n2677,117
n2678,116
n2679,121
n2681,115
n2682,117
n2683,120
n2684,6
n2685,6
n2686,7
n2724,115
n2725,115
n2726,119
n2727,5
n2728,5
n2729,5
n2731,5
n2732,5
n2733,5
n2734,119
n2735,119
n2736,122
n2738,116
n2739,114
n2740,119
n2741,6
n2742,7
n2743,7
n2746,9
n2747,8
n2748,9
n2749,114
n2750,114
n2751,119
n2753,116
n2754,118
n2755,121
n2756,7
n2757,6
n2758,7
n2762,6
n2763,6
n2764,7
n2765,115
n2766,116
n2767,119
n2769,7
n2770,8
n2771,8
n2772,115
n2773,112
n2774,118
n2776,119
n2777,116
n2778,120
n2779,4
n2780,6
n2781,6
n2838,6
n2839,6
n2840,6
n2841,117
n2842,115
n2843,119
n2845,117
n2846,114
n2847,119
n2848,6
n2849,7
n2850,7
n2853,7
n2854,7
n2855,7
n2856,119
n2857,117
n2858,122
n2860,114
n2861,114
n2862,119
n2863,7
n2864,8
n2865,8
n2907,6
n2908,5
n2909,6
n2910,116
n2911,116
n2912,119
n2914,117
n2915,118
n2916,119
n2917,4
n2918,3
n2919,5
n2922,7
n2923,8
n2924,8
n2925,117
n2926,117
n2927,122
n2929,116
n2930,115
n2931,120
n2932,8
n2933,8
n2934,8
n2976,9
n2977,8
n2978,9
n2979,113
n2980,116
n2981,120
n2983,113
n2984,115
n2985,120
n2986,8
n2987,8
n2988,8
n2991,8
n2992,8
n2993,8
n2994,115
n2995,113
n2996,119
n2998,114
n2999,117
n3000,120
n3001,6
n3002,6
n3003,6
n3045,7
n3046,6
n3047,7
n3048,115
n3049,114
n3050,119
n3052,116
n3053,117
n3054,120
n3055,7
n3056,7
n3057,8
n3060,7
n3061,7
n3062,8
n3063,117
n3064,114
n3065,120
n3067,117
n3068,118
n3069,120
n3070,5
n3071,6
n3072,7
n3086,1
n3087,8
n3088,8
n3089,9
n3090,116
n3091,117
n3092,121
n3095,7
n3096,8
n3097,9
n3098,114
n3099,114
n3100,120
n3101,1
n3102,6
n3103,6
n3104,6
n3105,120
n3106,120
n3107,124
n3108,1
n3109,1
n3112,1
n3116,1
n3117,1
n3118,1
n3119,1
n3120,1
n3122,120
n3123,9
n3125,119
n3126,9
n3128,118
n3129,8
n3131,118
n3132,6
n3134,119
n3135,7
n3137,120
n3138,6
n3140,118
n3141,5
n3143,118
n3144,8
n3146,121
n3147,8
n3149,119
n3150,7
n3152,119
n3153,7
n3155,119
n3156,7
n3158,121
n3159,8
n3161,118
n3162,8
n3164,122
n3165,10
n3167,120
n3168,8
n3170,119
n3171,6
n3173,119
n3174,6
n3176,120
n3177,6
n3179,122
n3180,6
n3182,121
n3183,8
n3185,119
n3186,8
n3188,117
n3189,8
n3191,119
n3192,6
n3194,119
n3195,8
n3197,119
n3198,6
n3200,121
n3201,7
n3203,119
n3204,7
n3206,120
n3207,8
n3209,121
n3210,8
n3212,119
n3213,7
n3215,121
n3216,5
n3218,118
n3219,7
n3221,122
n3222,7
n3224,120
n3225,7
n3227,121
n3228,8
n3230,121
n3231,9
n3233,122
n3234,5
n3236,119
n3237,7
n3239,120
n3240,9
n3242,118
n3243,8
n3245,120
n3246,7
n3248,121
n3249,8
n3251,118
n3252,10
n3254,121
n3255,6
n3257,122
n3258,5
n3260,118
n3261,7
n3263,118
n3264,8
n3266,119
n3267,5
n3269,119
n3270,7
n3272,120
n3273,6
n3275,118
n3276,8
n3278,121
n3279,7
n3281,119
n3282,9
n3284,119
n3285,7
n3287,122
n3288,5
n3290,118
n3291,8
n3293,120
n3294,7
n3296,119
n3297,8
n3299,122
n3300,8
n3302,117
n3303,8
n3305,120
n3306,8
n3308,120
n3309,7
n3311,119
n3312,9
n3314,120
n3315,9
n3317,122
n3318,9
n3320,120
n3321,9
n3323,120
n3324,8
n3326,120
n3327,8
n3329,119
n3330,5
n3332,120
n3333,9
n3335,120
n3336,8
n3338,119
n3339,8
n3341,122
n3342,7
n3344,119
n3345,7
n3347,119
n3348,6
n3350,119
n3351,7
n3353,119
n3354,9
n3356,118
n3357,8
n3359,119
n3360,7
n3362,120
n3363,6
n3365,121
n3366,9
n3368,118
n3369,8
n3371,119
n3372,4
n3374,119
n3375,8
n3377,120
n3378,6
n3380,119
n3381,7
n3383,118
n3384,7
n3386,120
n3387,8
n3389,122
n3390,8
n3392,119
n3393,5
n3395,119
n3396,6
n3398,122
n3399,9
n3401,121
n3402,7
n3404,118
n3405,9
n3407,119
n3408,7
n3410,120
n3411,7
n3413,120
n3414,7
n3416,120
n3417,7
n3419,120
n3420,8
n3422,120
n3423,7
n3425,119
n3426,7
n3428,120
n3429,9
n3431,118
n3432,7
n3434,120
n3435,6
n3437,119
n3438,8
n3440,120
n3441,8
n3443,120
n3444,9
n3446,120
n3447,10
n3449,119
n3450,9
n3452,120
n3453,6
n3455,120
n3456,9
n3458,120
n3459,9
n3461,118
n3462,7
n3464,121
n3465,7
n3467,121
n3468,8
n3470,119
n3471,8
n3473,119
n3474,6
n3476,120
n3477,7
n3479,119
n3480,6
n3482,120
n3483,7
n3485,120
n3486,8
n3488,120
n3489,8
n3491,119
n3492,7
n3494,121
n3495,9
n3497,124
n3498,5
n3500,120
n3501,8
n3503,127
n3505,128
n3506,128
n643,3
