node,count
n1085,128
n10852,4
n10854,6
n10855,6
n10856,10
n10857,2
n10858,3
n10859,49
n1086,122
n10860,66
n10861,3
n10862,67
n10863,67
n10864,6
n10865,68
n10866,69
n1087,53
n10871,1
n10872,39
n10873,39
n10874,40
n10875,4
n10876,60
n10877,69
n10878,69
n10879,66
n1088,128
n10880,71
n10881,72
n10882,72
n10883,67
n10884,72
n10885,2
n10889,3
n1089,3
n10890,28
n10891,28
n10892,31
n10893,8
n10894,63
n10895,69
n10896,69
n10897,64
n10898,64
n10900,67
n10907,2
n10908,2
n10909,2
n10911,3
n10912,3
n10913,69
n10916,73
n10917,32
n10918,69
n10919,27
n10920,32
n10921,2
n10925,3
n10926,22
n10927,22
n10928,21
n10929,5
n1093,5
n10930,29
n10931,31
n10932,26
n10933,29
n10934,31
n10935,23
n10936,25
n10937,31
n10938,29
n10939,101
n1094,77
n10940,29
n10941,112
n10942,1
n10943,1
n10944,3
n10945,1
n10946,4
n10947,4
n10948,5
n10949,1
n1095,77
n10950,5
n10951,3
n10956,3
n10957,34
n10958,34
n10959,33
n1096,79
n10960,5
n10961,58
n10962,60
n10963,45
n10964,1
n10965,25
n10966,25
n10967,62
n10968,7
n10969,62
n1097,12
n10970,7
n10971,1
n10975,2
n10976,36
n10977,36
n10978,43
n10979,11
n1098,121
n10980,69
n10981,78
n10982,16
n10983,2
n10984,82
n10985,82
n10986,87
n10987,1
n10988,94
n10989,4
n1099,128
n10990,1
n10994,3
n10995,45
n10996,45
n10997,48
n10998,9
n10999,88
n1100,56
n11000,94
n11001,107
n11002,4
n11003,3
n11004,108
n11005,108
n11006,107
n11007,101
n11008,108
n11009,2
n1101,126
n11013,3
n11014,10
n11015,10
n11016,7
n11017,3
n11018,29
n11019,29
n1102,128
n11020,113
n11021,4
n11022,23
n11023,23
n11024,116
n11025,9
n11026,10
n11027,113
n11028,125
n11029,10
n1103,125
n11030,127
n11031,123
n11032,10
n11033,126
n11034,127
n11035,2
n11039,7
n1104,105
n11040,67
n11041,67
n11042,67
n11043,14
n11044,117
n11045,124
n11046,11
n11047,128
n11048,22
n11049,27
n1105,128
n11050,3
n11051,11
n11052,47
n11053,11
n11054,120
n11055,128
n11056,128
n11057,128
n11058,30
n1106,125
n11060,128
n11061,2
n11065,2
n11066,10
n11067,10
n11068,8
n11069,2
n1107,62
n11070,18
n11071,18
n11072,34
n11073,3
n11077,7
n11078,25
n11079,25
n1108,128
n11080,18
n11081,7
n11082,39
n11083,39
n11084,122
n11085,2
n11089,4
n1109,125
n11090,54
n11091,54
n11092,57
n11093,11
n11094,102
n11095,109
n1110,62
n11100,5
n11101,22
n11102,22
n11103,20
n11104,8
n11105,32
n11106,35
n11107,93
n11108,4
n11109,113
n1111,128
n11110,5
n11116,3
n11117,3
n11118,3
n1112,62
n11120,5
n11121,5
n11123,4
n11129,1
n1113,126
n11130,1
n11131,2
n11132,1
n11133,4
n11134,5
n11135,1
n1114,128
n11141,2
n11142,2
n11143,2
n11145,4
n11146,4
n11147,7
n11148,1
n1115,123
n11152,4
n11153,8
n11154,8
n11155,4
n11156,4
n11157,13
n11158,13
n11159,14
n1116,73
n11164,3
n11165,9
n11166,9
n11167,6
n11168,3
n11169,13
n11170,13
n11171,18
n11176,2
n11177,14
n11178,14
n11179,12
n1118,73
n11180,2
n11181,19
n11182,19
n11183,47
n11184,36
n11185,61
n11186,68
n11187,57
n11188,54
n11189,59
n1119,128
n11190,1
n11194,3
n11195,9
n11196,9
n11197,5
n11198,3
n11199,9
n1120,2
n11200,9
n11201,61
n11202,3
n11203,6
n11204,19
n11205,6
n11206,33
n11207,35
n11208,35
n11209,3
n11210,35
n11211,1
n11215,2
n11216,18
n11217,18
n11218,16
n11219,2
n11220,36
n11221,36
n11222,35
n11223,5
n11224,20
n11225,20
n11226,14
n11227,18
n11228,16
n11229,9
n11230,16
n11231,17
n11232,6
n11233,12
n11234,13
n11235,7
n11236,7
n11237,13
n1124,3
n11240,5
n11241,4
n11244,1
n11245,4
n11246,4
n11247,4
n11248,5
n11249,4
n1125,72
n11250,4
n11251,1
n11252,4
n11253,4
n11254,1
n11258,1
n11259,21
n1126,59
n11260,21
n11261,24
n11262,9
n11263,74
n11264,81
n11265,80
n11266,4
n11267,61
n11268,65
n11269,74
n1127,65
n11270,54
n11271,74
n11272,60
n11277,1
n11278,31
n11279,31
n1128,74
n11280,30
n11281,3
n11282,58
n11283,59
n11284,60
n11285,7
n11286,60
n11287,60
n11288,2
n11289,5
n1129,82
n11290,3
n11291,5
n11292,5
n11293,5
n11294,3
n11295,5
n11296,1
n1130,45
n11300,4
n11301,50
n11302,50
n11303,49
n11304,7
n11305,87
n11306,90
n11307,92
n11308,4
n11309,104
n1131,63
n11310,105
n11311,103
n11312,15
n11313,105
n11314,1
n11318,1
n11319,41
n1132,31
n11320,41
n11321,46
n11322,7
n11323,95
n11324,101
n11325,105
n11326,10
n11327,13
n11328,3
n11329,16
n1133,33
n11330,4
n11331,1
n11335,3
n11336,22
n11337,22
n11338,20
n11339,4
n1134,34
n11340,40
n11341,41
n11342,50
n11343,3
n11344,40
n11345,41
n11346,63
n11347,22
n11348,62
n11349,34
n1135,7
n11350,3
n11354,7
n11355,35
n11356,35
n11357,31
n11358,10
n11359,51
n1136,63
n11360,54
n11361,35
n11362,113
n11363,35
n11364,126
n11365,8
n11366,9
n11367,119
n11368,10
n11369,5
n1137,67
n11370,7
n11371,124
n11372,4
n11373,4
n11374,5
n11375,110
n11376,26
n11378,17
n11379,122
n1138,118
n11380,8
n11381,8
n11382,9
n11383,44
n11384,5
n11386,1
n11387,34
n11388,4
n11389,4
n1139,1
n11390,4
n11391,20
n11392,124
n11393,4
n11394,128
n11395,128
n11396,112
n11397,128
n11398,128
n11399,6
n11403,8
n11404,102
n11405,81
n11406,117
n11407,114
n11408,123
n11409,76
n11410,102
n11411,63
n11412,67
n11413,70
n11414,19
n11415,117
n11416,128
n11417,128
n11418,24
n11419,128
n11420,128
n11421,128
n11422,123
n11423,43
n11425,2
n11429,5
n1143,6
n11430,128
n11431,80
n11432,108
n11433,128
n11434,127
n11435,81
n11436,128
n11437,51
n11438,54
n11439,53
n1144,36
n11440,9
n11441,92
n11442,96
n11443,92
n11444,1
n11448,5
n11449,22
n1145,36
n11450,22
n11451,20
n11452,8
n11453,40
n11454,43
n11455,43
n11456,3
n1146,33
n11460,7
n11461,74
n11462,74
n11463,74
n11464,12
n11465,120
n11466,125
n11467,127
n11468,1
n1147,9
n11472,3
n11473,60
n11474,60
n11475,63
n11476,9
n11477,121
n11478,127
n11479,126
n1148,57
n11480,127
n11482,55
n11483,1
n11484,19
n1149,60
n11490,5
n11491,5
n11492,5
n11493,1
n11494,12
n11495,13
n11498,1
n1150,118
n11502,5
n11503,8
n11504,8
n11505,2
n11506,5
n11507,10
n11508,10
n11509,58
n1151,2
n11510,60
n11511,1
n11515,2
n11516,25
n11517,25
n11518,27
n11519,8
n11520,56
n11521,62
n11522,64
n11523,3
n11524,9
n11525,9
n11526,14
n11527,7
n11528,16
n11529,35
n11530,35
n11531,12
n11532,6
n11533,7
n11534,61
n11535,4
n11536,35
n11537,37
n11538,4
n11539,64
n11540,67
n11541,64
n11542,63
n11543,66
n11544,60
n11545,9
n11546,60
n11547,61
n11548,1
n11549,7
n1155,6
n11550,3
n11551,10
n11552,3
n11553,5
n11556,3
n11558,15
n11559,15
n1156,45
n11560,18
n11562,18
n11569,19
n1157,45
n11570,19
n11571,21
n11572,2
n11573,35
n11574,37
n11575,41
n11576,2
n11577,1
n11578,49
n11579,21
n1158,44
n11580,41
n11581,6
n11582,21
n11587,3
n11588,7
n11589,7
n1159,11
n11590,6
n11591,5
n11592,20
n11593,22
n11594,21
n11595,4
n11596,8
n11597,11
n11598,17
n11599,1
n1160,71
n11600,17
n11601,3
n11606,2
n11607,12
n11608,12
n11609,10
n1161,76
n11610,2
n11611,19
n11612,19
n11613,30
n11616,28
n11617,1
n11618,30
n11619,1
n1162,3
n11620,1
n11630,1
n11631,1
n11632,1
n11634,1
n11635,1
n11636,1
n11637,1
n11638,1
n11639,1
n11644,1
n11645,2
n11646,2
n11647,2
n11648,1
n11649,4
n11650,4
n11651,55
n11652,1
n11653,6
n11654,6
n11655,79
n11657,82
n1166,3
n11664,26
n11665,26
n11666,29
n11667,5
n11668,49
n11669,52
n1167,18
n11670,6
n11672,52
n11673,52
n11674,2
n11675,1
n11676,2
n1168,18
n11681,1
n11682,1
n11683,1
n11685,1
n11686,2
n11687,2
n11688,2
n11689,2
n1169,18
n11690,2
n11692,2
n11699,1
n1170,6
n11700,1
n11701,2
n11702,1
n11703,2
n11704,3
n11705,9
n11707,4
n11708,4
n11709,9
n1171,41
n11710,10
n11711,3
n11712,10
n11713,3
n11714,1
n11718,1
n11719,40
n1172,44
n11720,40
n11721,42
n11722,4
n11723,96
n11724,99
n11725,18
n11726,1
n11727,91
n11728,91
n11729,103
n1173,66
n11731,107
n11732,1
n11733,1
n11737,1
n11738,17
n11739,17
n1174,67
n11740,17
n11741,2
n11742,28
n11743,29
n11744,27
n11746,14
n11747,14
n11748,39
n11749,2
n1175,92
n11750,39
n11751,2
n11757,4
n11758,4
n11759,5
n1176,121
n11760,1
n11761,9
n11762,10
n11763,98
n11765,1
n11766,108
n11767,127
n11768,98
n11769,114
n1177,95
n11770,127
n11775,11
n11776,69
n11777,69
n11778,68
n11779,21
n1178,112
n11780,117
n11781,127
n11782,114
n11783,116
n11784,127
n11785,124
n11786,104
n11787,126
n11788,124
n11789,29
n1179,120
n11790,126
n11791,116
n11792,33
n11793,121
n11794,117
n11795,107
n11796,120
n11797,125
n11798,23
n11799,24
n1180,2
n11800,18
n11801,122
n11802,18
n11803,126
n11804,5
n11805,5
n11806,94
n11807,5
n11808,128
n11809,128
n11810,128
n11811,126
n11812,27
n11814,89
n11815,128
n11816,128
n11821,7
n11822,70
n11823,70
n11824,69
n11825,13
n11826,114
n11827,120
n11828,26
n11829,1
n11833,3
n11834,9
n11835,9
n11836,8
n11837,5
n11838,10
n11839,12
n1184,6
n11840,5
n11841,39
n11842,1
n11846,1
n11847,2
n11848,2
n11849,2
n1185,28
n11850,2
n11851,4
n11852,5
n11853,2
n11854,65
n11855,65
n11857,30
n11858,1
n1186,28
n11862,2
n11863,11
n11864,11
n11865,11
n11866,6
n11867,23
n11868,26
n1187,23
n11874,13
n11875,13
n11876,14
n11878,21
n11879,22
n1188,7
n11880,18
n11881,1
n11885,2
n11886,36
n11887,36
n11888,42
n11889,10
n1189,40
n11890,66
n11891,77
n11892,13
n11893,62
n11895,10
n11896,28
n1190,41
n11900,3
n11901,13
n11902,13
n11903,11
n11904,5
n11905,19
n11906,21
n11907,4
n11908,23
n11909,7
n1191,126
n11910,1
n11914,3
n11915,6
n11916,6
n11917,2
n11918,4
n11919,11
n1192,6
n11920,12
n11921,67
n11922,2
n11923,1
n11924,54
n11925,63
n11926,67
n11927,9
n11928,63
n11929,1
n1193,8
n11933,3
n11934,34
n11935,34
n11936,30
n11937,6
n11938,61
n11939,62
n1194,120
n11940,8
n11941,64
n11942,17
n11943,20
n11944,7
n11945,13
n11946,10
n11947,88
n11948,10
n11949,92
n1195,1
n11952,38
n11954,2
n11955,2
n11956,40
n11957,2
n11958,2
n11959,23
n1196,11
n11960,30
n11961,2
n11962,30
n11963,30
n11964,21
n11965,27
n11966,30
n1197,11
n11971,1
n11972,20
n11973,20
n11974,19
n11975,1
n11976,30
n11977,30
n11978,30
n11979,12
n1198,126
n11980,29
n11981,30
n11982,29
n11983,12
n11984,30
n1199,10
n11990,8
n11991,8
n11992,9
n11993,1
n11994,26
n11995,27
n11996,30
n11997,9
n11998,9
n1200,10
n12000,11
n12007,14
n12008,14
n12009,17
n1201,65
n12010,5
n12011,35
n12012,39
n12013,57
n12015,5
n12016,5
n12017,59
n12019,59
n1202,77
n1203,6
n12032,49
n12035,60
n12036,65
n12037,49
n12038,5
n12039,65
n1204,74
n12040,1
n12044,1
n12045,27
n12046,27
n12047,34
n12048,12
n12049,53
n1205,128
n12050,61
n12051,1
n12052,64
n12053,2
n12054,6
n12056,1
n12057,6
n12059,6
n1206,4
n12060,6
n12061,9
n12062,5
n12063,9
n12064,6
n12065,2
n12069,3
n1207,4
n12070,44
n12071,44
n12072,42
n12073,4
n12074,104
n12075,105
n12076,22
n12077,3
n12078,96
n12079,96
n1208,10
n12080,110
n12081,1
n12082,114
n12083,1
n12088,1
n12089,3
n1209,66
n12090,3
n12091,2
n12092,1
n12093,5
n12094,5
n12095,14
n12096,1
n12097,2
n12098,19
n12099,39
n1210,65
n12100,14
n12101,26
n12102,39
n12107,1
n12108,35
n12109,35
n12110,41
n12111,8
n12112,69
n12113,76
n12114,41
n12115,12
n12116,74
n12117,74
n12118,74
n12119,12
n1212,62
n12120,74
n12125,1
n12126,35
n12127,35
n12128,40
n12129,7
n1213,118
n12130,68
n12131,74
n12132,73
n12133,12
n12134,15
n12135,15
n12136,1
n12137,4
n12138,13
n1214,3
n12140,23
n12141,23
n12142,27
n12143,2
n12144,10
n12145,118
n12146,120
n12147,10
n12148,128
n12149,128
n1215,3
n12150,21
n12151,122
n12152,122
n12157,6
n12158,67
n12159,67
n1216,9
n12160,66
n12161,11
n12162,122
n12163,127
n12164,122
n12165,84
n12166,104
n12167,109
n12168,2
n1217,73
n12172,5
n12173,106
n12174,79
n12175,98
n12176,106
n12177,108
n12178,82
n12179,102
n1218,122
n12180,48
n12181,53
n12182,54
n12183,11
n12184,104
n12185,110
n12186,103
n12187,28
n12188,103
n12189,128
n1219,6
n12190,57
n12191,99
n12192,101
n12193,128
n12194,2
n12195,55
n12197,128
n12198,32
n12199,128
n1220,62
n12200,6
n12204,10
n12205,108
n12206,91
n12207,113
n12208,118
n12209,122
n1221,128
n12210,81
n12211,103
n12212,61
n12213,67
n12214,66
n12215,19
n12216,119
n12217,128
n12218,3
n1222,63
n12222,11
n12223,68
n12224,68
n12225,61
n12226,15
n12227,124
n12228,128
n12229,128
n1223,66
n12230,3
n12234,12
n12235,77
n12236,77
n12237,71
n12238,18
n12239,122
n12240,128
n12241,28
n12242,2
n12246,2
n12247,13
n12248,13
n12249,16
n1225,128
n12250,7
n12251,29
n12252,34
n12253,72
n12258,2
n12259,12
n1226,4
n12260,12
n12261,10
n12262,2
n12263,14
n12264,14
n12265,17
n12266,47
n12267,1
n12271,1
n12272,13
n12273,13
n12274,12
n12275,1
n12276,26
n12277,26
n12278,5
n12279,53
n12285,4
n12286,4
n12287,4
n12289,7
n12290,7
n1230,8
n1231,72
n12316,36
n1232,62
n12321,2
n12322,22
n12323,22
n12324,23
n12325,5
n12326,41
n12327,44
n12328,96
n12329,2
n1233,77
n12333,1
n12334,34
n12335,34
n12336,36
n12337,6
n12338,58
n12339,63
n1234,76
n12340,63
n12341,1
n12345,3
n12346,20
n12347,20
n12348,23
n12349,6
n1235,80
n12350,48
n12351,51
n12352,61
n12353,58
n12354,78
n12355,21
n12356,19
n12357,20
n12358,22
n1236,48
n12363,1
n12364,3
n12365,3
n12366,4
n12367,2
n12368,7
n12369,8
n1237,67
n12370,21
n12371,3
n12372,6
n12373,54
n12374,5
n12375,66
n12376,71
n12377,71
n12378,5
n12379,71
n1238,65
n12384,7
n12385,36
n12386,36
n12387,28
n12388,8
n12389,68
n1239,67
n12390,69
n12391,67
n12392,10
n12393,63
n12394,59
n12395,58
n12396,63
n12397,60
n12398,9
n12399,60
n1240,65
n12400,60
n12401,40
n12402,41
n12403,8
n12404,40
n12405,40
n12406,41
n1241,14
n1242,122
n12428,6
n12429,6
n1243,128
n12430,8
n12431,3
n12432,16
n12433,19
n12434,11
n12436,20
n12437,20
n12438,30
n1244,128
n12440,30
n12447,9
n12448,9
n12449,9
n12451,21
n12452,21
n12453,22
n12455,51
n12456,51
n12457,62
n12458,47
n12459,62
n12460,48
n12466,25
n12467,25
n12468,29
n12469,4
n12470,44
n12471,48
n12472,47
n12473,2
n12474,47
n12475,47
n12478,7
n12480,53
n12481,53
n12482,52
n12483,49
n12484,52
n1249,6
n12490,18
n12491,18
n12492,23
n12493,5
n12494,45
n12495,50
n12496,53
n12497,46
n12498,46
n12499,4
n1250,68
n12500,50
n12501,4
n12502,1
n12506,4
n12507,33
n12508,33
n12509,33
n1251,68
n12510,7
n12511,82
n12512,85
n12513,42
n12514,4
n12515,106
n12516,106
n12517,114
n12518,12
n12519,113
n1252,68
n12520,46
n12521,1
n12525,2
n12526,27
n12527,27
n12528,29
n12529,6
n1253,12
n12530,43
n12531,47
n12532,44
n12533,39
n12534,44
n12535,47
n12536,4
n12537,5
n12538,21
n12539,33
n1254,122
n12541,30
n12542,50
n12543,3
n12544,3
n12545,3
n12546,14
n12547,65
n12549,62
n1255,128
n12550,72
n12553,5
n12554,37
n12555,123
n12556,5
n12557,22
n12558,28
n12559,30
n1256,128
n12560,32
n12561,128
n12562,128
n12563,116
n12564,128
n12565,125
n12566,121
n12567,128
n12568,119
n12569,126
n1257,3
n12570,128
n12571,128
n12572,119
n12573,128
n12574,107
n12575,126
n12576,128
n12577,128
n12578,105
n12580,4
n12584,10
n12585,44
n12586,44
n12587,36
n12588,12
n12589,59
n12590,61
n12591,22
n12597,7
n12598,7
n12599,7
n12601,18
n12602,18
n12603,75
n12608,4
n12609,36
n1261,16
n12610,36
n12611,33
n12612,5
n12613,56
n12614,57
n12615,51
n12616,51
n12617,3
n12618,3
n12619,43
n1262,77
n12621,58
n12627,3
n12628,3
n12629,4
n1263,77
n12631,3
n12632,4
n12634,1
n1264,65
n12640,1
n12641,1
n12642,1
n12644,4
n12645,4
n12646,16
n12647,20
n1265,20
n12652,1
n12653,11
n12654,11
n12655,12
n12656,3
n12657,18
n12658,20
n12659,19
n1266,124
n12660,15
n12661,15
n12662,21
n12663,39
n12664,5
n12665,51
n12666,52
n12667,66
n12668,33
n12669,5
n1267,128
n12670,6
n12671,126
n12672,3
n12673,15
n12674,12
n12675,2
n12676,21
n12677,21
n12678,20
n12679,17
n1268,128
n12680,19
n12681,18
n12682,8
n12683,18
n12684,24
n12686,4
n12687,4
n12688,6
n12689,4
n1269,4
n12690,6
n12693,2
n12695,5
n12696,5
n12697,6
n12699,6
n12700,2
n12705,2
n12706,22
n12707,22
n12708,25
n12709,7
n12710,42
n12711,47
n12712,53
n12713,1
n12714,4
n12715,74
n12716,59
n12717,53
n12718,6
n12719,59
n12724,2
n12725,51
n12726,51
n12727,55
n12728,9
n12729,81
n1273,7
n12730,88
n12731,63
n12732,3
n12733,39
n12734,39
n12735,43
n12736,2
n12737,46
n12738,3
n1274,61
n12743,3
n12744,12
n12745,12
n12746,9
n12747,3
n12748,24
n12749,24
n1275,61
n12750,35
n12753,31
n12755,35
n1276,63
n1277,16
n1278,119
n12782,2
n12783,2
n12784,2
n12786,4
n12787,4
n12788,11
n1279,128
n12790,20
n12791,20
n12792,30
n12793,1
n12794,30
n12795,1
n1280,97
n12801,4
n12802,4
n12803,4
n12805,7
n12806,7
n12807,18
n12809,4
n1281,128
n12810,4
n12811,22
n12813,22
n1282,2
n12820,23
n12821,23
n12822,26
n12823,3
n12824,44
n12825,47
n12826,8
n12828,46
n12829,46
n12830,8
n12831,5
n12832,8
n12838,2
n12839,2
n12840,3
n12841,1
n12842,4
