node,count
n10368,20
n10369,49
n1037,88
n10370,119
n10371,104
n10372,123
n10373,118
n10374,83
n10375,88
n10376,111
n10377,127
n10378,50
n10379,76
n1038,128
n10380,126
n10381,44
n10382,127
n10383,62
n10384,106
n10385,92
n10386,69
n10387,80
n10388,99
n10389,64
n1039,128
n10390,58
n10391,74
n10392,81
n10393,74
n10394,74
n10395,75
n10396,45
n10397,57
n10398,102
n10399,108
n1040,128
n10400,78
n10401,108
n10402,87
n10403,86
n10404,64
n10405,107
n10406,72
n10407,98
n10408,99
n10409,62
n1041,110
n10410,57
n10411,81
n10412,87
n10413,54
n10414,64
n10415,71
n10416,22
n10417,34
n10418,91
n10419,16
n1042,87
n10420,27
n10421,82
n10422,117
n10423,11
n10424,57
n10425,128
n10426,128
n10427,106
n10428,128
n10429,71
n10430,108
n10432,128
n10433,110
n10434,85
n10435,58
n10436,128
n10437,67
n10438,112
n10439,72
n1044,88
n10440,107
n10441,109
n10442,117
n10443,65
n10444,19
n10445,99
n10446,117
n10447,112
n10448,62
n10449,84
n1045,128
n10450,32
n10451,57
n10452,119
n10453,113
n10454,26
n10455,105
n10456,114
n10457,26
n10458,32
n10459,107
n1046,128
n10460,115
n10461,69
n10462,123
n10463,121
n10464,22
n10465,123
n10466,123
n10467,110
n10468,119
n10469,35
n1047,103
n10470,119
n10471,96
n10472,90
n10473,128
n10474,50
n10475,34
n10476,61
n10477,112
n10478,27
n10479,65
n1048,126
n10480,108
n10481,113
n10482,127
n10483,119
n10484,97
n10485,75
n10486,115
n10487,9
n10488,37
n10489,107
n1049,107
n10490,82
n10491,23
n10492,117
n10493,122
n10494,118
n10495,118
n10496,118
n10497,110
n10498,115
n10499,113
n1050,127
n10500,118
n10501,122
n10502,118
n10503,120
n10504,17
n10505,118
n10506,118
n10507,91
n10508,118
n10509,118
n1051,109
n10510,118
n10512,96
n10513,93
n10514,127
n10515,43
n10516,69
n10517,122
n10518,51
n10519,95
n1052,128
n10520,58
n10521,110
n10522,113
n10523,51
n10524,110
n10525,110
n10526,3
n10527,10
n10528,19
n10529,105
n1053,110
n10530,112
n10531,105
n10532,115
n10533,116
n10534,120
n10535,115
n10536,59
n10537,115
n10538,115
n10539,112
n1054,116
n10540,109
n10541,113
n10542,115
n10543,118
n10544,55
n10545,115
n10546,122
n10547,6
n10548,3
n10549,17
n1055,117
n10550,115
n10551,115
n10552,107
n10553,115
n10554,115
n10555,115
n10556,30
n10557,48
n10558,103
n10559,103
n1056,59
n10560,106
n10561,29
n10562,21
n10563,103
n10564,108
n10565,57
n10566,115
n10567,18
n10568,112
n10569,115
n1057,115
n10570,115
n10571,107
n10572,115
n10573,115
n10574,115
n10575,51
n10576,110
n10577,110
n10578,97
n10579,71
n1058,123
n10580,108
n10581,112
n10582,54
n10583,89
n10584,111
n10585,109
n10586,100
n10587,91
n10588,108
n10589,106
n1059,6
n10590,83
n10591,106
n10592,103
n10593,110
n10594,109
n10595,49
n10596,102
n10597,103
n10598,82
n10599,85
n1060,3
n10600,102
n10601,95
n10602,54
n10603,72
n10604,128
n10605,7
n10606,47
n10607,96
n10608,72
n10609,88
n1061,16
n10610,127
n10611,128
n10612,128
n10613,99
n10614,128
n10615,118
n10616,90
n10617,128
n10618,111
n10619,121
n1062,115
n10620,57
n10621,126
n10622,50
n10623,126
n10624,124
n10625,116
n10626,83
n10627,125
n10628,73
n10629,126
n1063,115
n10630,121
n10631,125
n10632,121
n10633,95
n10634,124
n10635,105
n10636,122
n10637,118
n10638,121
n10639,88
n1064,120
n10640,117
n10641,108
n10642,99
n10643,112
n10644,107
n10645,59
n10646,102
n10647,95
n10648,57
n10649,87
n1065,103
n10650,70
n10651,97
n10652,82
n10653,112
n10654,90
n10655,128
n10656,111
n10657,113
n10658,18
n10659,109
n1066,95
n10660,115
n10661,117
n10662,47
n10663,110
n10664,121
n10665,4
n10666,2
n10667,12
n10668,110
n10669,110
n1067,103
n10670,126
n10671,125
n10672,72
n10673,125
n10674,121
n10675,97
n10676,110
n10677,117
n10678,111
n10679,78
n1068,118
n10680,123
n10681,108
n10682,108
n10683,108
n10684,103
n10685,101
n10686,113
n10687,106
n10688,122
n10689,67
n1069,90
n10690,90
n10691,103
n10692,37
n10693,54
n10694,87
n10697,41
n10698,128
n10699,87
n1070,128
n10700,20
n10701,107
n10702,128
n10703,128
n10704,110
n10705,128
n10706,106
n10707,128
n10708,108
n10709,95
n1071,90
n10711,128
n10712,79
n10713,30
n10714,47
n10715,125
n10716,125
n10717,104
n10718,83
n10719,122
n1072,68
n10720,107
n10721,47
n10722,122
n10723,94
n10724,112
n10725,66
n10726,118
n10727,61
n10728,118
n10729,118
n10730,104
n10731,116
n10732,84
n10733,116
n10734,115
n10735,100
n10736,97
n10737,110
n10738,113
n10739,75
n1074,112
n10740,121
n10741,95
n10742,79
n10743,57
n10744,65
n10745,72
n10746,21
n10747,38
n10748,82
n10749,75
n10750,42
n10751,98
n10752,47
n10753,82
n10754,113
n10755,97
n10756,78
n10757,120
n10758,85
n10759,89
n1076,119
n10760,91
n10761,89
n10762,98
n10763,89
n10764,112
n10765,53
n10766,69
n10767,79
n10768,118
n10769,33
n1077,86
n10770,119
n10771,41
n10772,121
n10773,106
n10774,79
n10775,76
n10776,87
n10777,57
n10778,88
n10779,103
n1078,48
n10780,80
n10781,89
n10782,98
n10783,105
n10784,42
n10785,65
n10786,95
n10787,37
n10788,43
n10789,88
n1079,128
n10790,18
n10791,25
n10792,103
n10793,25
n10794,113
n10795,128
n10796,124
n10797,71
n10798,124
n10799,128
n1080,49
n10800,128
n10801,128
n10802,128
n10803,128
n10804,128
n10805,115
n10806,80
n10807,128
n10808,128
n10809,76
n1081,105
n10810,125
n10811,128
n10812,111
n10813,112
n10814,113
n10815,119
n10816,123
n10817,126
n10818,7
n10819,6
n1082,93
n10820,20
n10821,128
n10822,64
n10823,128
n10824,128
n10825,115
n10826,116
n10827,115
n10828,120
n10829,121
n1083,9
n10830,72
n10831,128
n10832,4
n10833,5
n10834,15
n10835,125
n10836,128
n10837,128
n10838,112
n10839,128
n1084,33
n10840,128
n10841,128
n10842,87
n10843,93
n10844,128
n10845,61
n10846,32
n10847,64
n10848,119
n10849,32
n1085,102
n10850,64
n10851,124
n10852,117
n10853,128
n10854,116
n10855,64
n10856,128
n10857,128
n10858,94
n10859,94
n1086,115
n10860,128
n10861,58
n10862,70
n10863,124
n10864,124
n10865,71
n10866,58
n10867,128
n10868,114
n10869,108
n1087,59
n10870,114
n10871,116
n10872,119
n10873,64
n10874,128
n10875,126
n10876,8
n10877,26
n10878,21
n10879,128
n1088,57
n10880,128
n10881,122
n10882,128
n10883,58
n10884,128
n10885,38
n10886,112
n10887,115
n10888,119
n10889,30
n1089,66
n10890,111
n10891,125
n10892,128
n10893,124
n10894,20
n10895,128
n10896,128
n10897,122
n10898,128
n10899,58
n1090,75
n10900,128
n10901,7
n10902,5
n10903,18
n10904,109
n10905,106
n10906,112
n10907,114
n10908,119
n10909,121
n1091,43
n10910,124
n10911,128
n10912,62
n10913,128
n10914,128
n10915,125
n10916,35
n10919,9
n1092,113
n10921,117
n10922,66
n10923,128
n10924,125
n10925,128
n10926,128
n10927,114
n10928,128
n10929,128
n1093,44
n10930,128
n10931,109
n10932,112
n10933,106
n10934,116
n10935,118
n10936,66
n10937,128
n10938,127
n10939,5
n1094,128
n10940,10
n10941,26
n10942,128
n10943,128
n10944,114
n10945,128
n10946,128
n10947,128
n10948,58
n10949,128
n1095,128
n10950,128
n10951,121
n10952,94
n10953,128
n10954,101
n10955,95
n10956,128
n10957,119
n10958,82
n10959,128
n1096,119
n10960,87
n10961,107
n10962,128
n10963,98
n10964,93
n10965,128
n10966,94
n10967,95
n10968,128
n10969,128
n1097,128
n10970,91
n10971,128
n10972,128
n10973,110
n10974,128
n10975,95
n10976,110
n10978,71
n10979,69
n1098,128
n10980,41
n10981,72
n10982,51
n10983,98
n10984,110
n10985,112
n10986,111
n10987,119
n10988,120
n10989,127
n1099,120
n10990,6
n10991,5
n10992,17
n10993,98
n10994,53
n10995,98
n10996,98
n10997,102
n10998,108
n10999,104
n1100,127
n11000,110
n11001,111
n11002,52
n11003,98
n11004,112
n11005,3
n11006,6
n11007,15
n11008,98
n11009,98
n1101,128
n11010,81
n11011,98
n11012,98
n11013,98
n11014,92
n11015,92
n11016,123
n11017,92
n11018,122
n11019,109
n1102,113
n11020,122
n11022,1
n11023,20
n11024,24
n11025,24
n11026,82
n11027,80
n11028,82
n11029,85
n1103,59
n11030,86
n11031,16
n11032,31
n11033,91
n11035,1
n11036,31
n11037,31
n11038,124
n11039,24
n1104,86
n11040,20
n11041,24
n11042,114
n11043,21
n11044,113
n11045,118
n11046,116
n11047,119
n11048,17
n11049,31
n1105,111
n11050,127
n11051,7
n11052,31
n11053,31
n11054,124
n11055,24
n11056,20
n11057,24
n11058,103
n11059,30
n1106,113
n11060,6
n11061,90
n11062,98
n11063,103
n11064,81
n11065,98
n11066,80
n11067,103
n11068,43
n11069,65
n1107,25
n11070,69
n11071,100
n11072,106
n11073,106
n11074,113
n11075,113
n11076,117
n11077,7
n11078,6
n11079,19
n1108,111
n11080,111
n11081,61
n11082,111
n11083,111
n11084,98
n11085,102
n11086,100
n11087,106
n11088,109
n11089,55
n1109,119
n11090,111
n11091,4
n11092,6
n11093,17
n11094,110
n11095,111
n11096,111
n11097,125
n11098,111
n11099,111
n1110,119
n11100,111
n11101,91
n11102,92
n11103,119
n11104,39
n11105,34
n11106,71
n11107,108
n11108,22
n11109,38
n1111,19
n11110,104
n11111,84
n11112,99
n11113,126
n11114,38
n11115,99
n11116,99
n11117,93
n11118,56
n11119,107
n1112,31
n11120,72
n11121,101
n11122,102
n11123,107
n11124,110
n11125,111
n11126,58
n11127,101
n11128,117
n11129,9
n1113,128
n11130,4
n11131,20
n11132,101
n11133,101
n11134,100
n11135,100
n11136,98
n11137,100
n11138,97
n11139,98
n1114,56
n11140,121
n11141,43
n11142,40
n11143,76
n11144,116
n11145,9
n11146,24
n11147,119
n11148,49
n11149,59
n1115,76
n11150,128
n11151,56
n11152,56
n11153,119
n11154,13
n11155,30
n11156,105
n11157,53
n11158,10
n11159,40
n1116,12
n11160,63
n11161,128
n11162,1
n11163,24
n11164,94
n11165,69
n11166,92
n11167,110
n11168,118
n11169,48
n1117,31
n11170,123
n11171,43
n11172,124
n11173,115
n11174,116
n11175,118
n11176,106
n11177,118
n11178,115
n11179,116
n1118,31
n11180,87
n11181,110
n11182,89
n11183,67
n11184,100
n11185,95
n11186,43
n11187,89
n11188,44
n11189,93
n1119,86
n11190,59
n11191,83
n11192,114
n11193,114
n11194,114
n11195,27
n11196,114
n11197,114
n11198,33
n11199,114
n1120,53
n11200,102
n11201,108
n11202,80
n11203,121
n11204,62
n11205,121
n11206,114
n11207,114
n11208,93
n11209,124
n1121,16
n11210,75
n11211,125
n11212,113
n11213,112
n11214,63
n11215,113
n11216,105
n11217,91
n11218,69
n11219,97
n1122,53
n11220,92
n11221,76
n11222,89
n11223,46
n11224,107
n11225,67
n11226,68
n11227,29
n11228,36
n11229,59
n1123,128
n11232,30
n11233,110
n11234,98
n11235,18
n11236,116
n11237,128
n11238,67
n11239,128
n1124,5
n11240,116
n11241,116
n11242,128
n11243,91
n11244,128
n11245,92
n11246,94
n11248,86
n11249,88
n1125,16
n11250,80
n11251,94
n11252,74
n11253,98
n11254,81
n11255,69
n11256,85
n11257,92
n11258,125
n11259,83
n1126,128
n11260,122
n11261,5
n11262,57
n11263,82
n11264,127
n11265,72
n11266,87
n11267,124
n11268,54
n11269,46
n1127,112
n11270,69
n11271,81
n11272,69
n11273,115
n11274,69
n11275,125
n11276,124
n11277,125
n11278,125
n11279,1
n1128,6
n11280,125
n11281,124
n11283,125
n11284,114
n11285,101
n11286,34
n11287,45
n11288,49
n11289,49
n1129,118
n11290,30
n11291,87
n11292,105
n11293,1
n11294,31
n11295,106
n11296,86
n11297,122
n11298,122
n11299,120
n1130,128
n11300,52
n11301,44
n11302,76
n11303,121
n11304,128
n11305,74
n11306,14
n11307,33
n11308,86
n11309,116
n1131,128
n11310,112
n11311,114
n11312,118
n11313,119
n11314,43
n11315,91
n11316,128
n11317,5
n11318,4
n11319,15
n1132,117
n11320,91
n11321,91
n11322,110
n11323,86
n11324,33
n11325,86
n11326,98
n11327,51
n11328,128
n11329,57
n1133,128
n11330,97
n11331,90
n11332,125
n11333,57
n11334,37
n11335,71
n11336,119
n11337,128
n11338,51
n11339,12
n1134,90
n11340,21
n11341,58
n11342,118
n11343,111
n11344,113
n11345,116
n11346,119
n11347,48
n11348,92
n11349,4
n1135,97
n11350,2
n11351,14
n11352,128
n11353,92
n11354,92
n11355,128
n11356,58
n11357,21
n11358,58
n11359,111
n11360,115
n11361,114
n11362,122
n11363,122
n11364,37
n11365,80
n11366,128
n11367,6
n11368,4
n11369,13
n1137,128
n11370,80
n11371,80
n11372,116
n11373,58
n11374,21
n11375,58
n11376,128
n11377,6
n11378,8
n11379,115
n1138,125
n11380,86
n11381,128
n11382,26
n11383,86
n11384,76
n11385,110
n11386,118
n11387,113
n11388,123
n11389,123
n1139,45
n11390,128
n11391,5
n11392,7
n11393,16
n11394,87
n11395,45
n11396,87
n11397,87
n11398,113
n11399,115
n1140,128
n11400,112
n11401,119
n11402,124
n11403,87
n11404,128
n11405,5
n11406,15
n11407,87
n11408,87
n11409,128
n1141,128
n11410,87
n11411,87
n11412,87
n11413,114
n11414,116
n11415,34
n11416,113
n11417,121
n11418,122
n11419,51
n1142,45
n11420,87
n11421,128
n11422,7
n11423,13
n11424,87
n11425,87
n11426,128
n11427,87
n11428,87
n11429,87
n1143,126
n11430,123
n11431,35
n11432,128
n11433,120
n11434,114
n11435,102
n11436,116
n11437,118
n11438,122
n11439,59
n1144,128
n11440,123
n11441,128
n11442,2
n11443,16
n11444,123
n11445,123
n11446,128
n11447,124
n11448,32
n11449,124
n1145,128
n11450,109
n11451,81
n11452,101
n11453,114
n11454,114
n11455,47
n11456,75
n11457,118
n11458,31
n11459,33
n1146,47
n11460,100
n11461,80
n11462,28
n11463,91
n11464,118
n11465,39
n11466,37
n11467,44
n11468,107
n11469,124
n1147,126
n11470,90
n11471,100
n11472,96
n11473,103
n11474,67
n11475,125
n11476,90
n11477,96
n11478,97
n11479,63
n1148,128
n11480,101
n11481,73
n11482,99
n11483,28
n11484,39
n11485,100
n11486,97
n11487,39
n11488,116
n11489,125
n1149,127
n11490,72
n11491,96
n11492,107
n11493,123
n11494,70
n11495,81
n11496,95
n11497,106
n11498,81
n11499,110
n1150,23
n11500,84
n11501,67
n11502,120
n11503,91
n11504,31
n11505,31
n11506,87
n11507,26
n11508,76
n11509,91
n1151,110
n11510,46
n11511,128
n11512,46
n11513,106
n11514,128
n11515,105
n11517,128
n11518,128
n11519,128
n1152,113
n11520,128
n11521,64
n11522,120
n11523,128
n11524,128
n11525,76
n11526,127
n11527,128
n11528,128
n11529,78
n1153,120
n11530,117
n11531,128
n11532,128
n11533,83
n11534,122
n11535,128
n11536,128
n11537,93
n11538,117
n11539,128
n1154,103
n11540,89
n11541,122
n11542,128
n11543,128
n11544,103
n11545,113
n11546,128
n11547,128
n11548,128
n11549,128
n1155,120
n11550,128
n11551,36
n11552,128
n11553,128
n11554,36
n11555,128
n11556,128
n11557,128
n11558,51
n11559,128
n1156,126
n11560,128
n11561,123
n11562,49
n11563,128
n11564,45
n11565,128
n11566,128
n11567,114
n11568,117
n11569,128
n1157,61
n11570,113
n11571,128
n11572,128
n11573,109
n11574,101
n11575,128
n11576,128
n11577,84
n11578,128
n11579,95
n1158,59
n11580,102
n11581,128
n11582,125
n11583,80
n11584,128
n11585,128
n11586,66
n11587,128
n11588,109
n11589,82
n1159,73
n11590,23
n11591,46
n11592,111
n11593,128
n11594,112
n11595,38
n11596,82
n11597,128
n11598,116
n11599,116
n1160,91
n11600,113
n11601,120
n11602,124
n11603,64
n11604,128
n11605,7
n11606,4
n11607,19
n11608,128
n11609,128
n1161,28
n11610,128
n11611,122
n11612,128
n11613,82
n11614,128
n11615,43
n11616,118
n11617,112
n11618,114
n11619,117
n1162,54
n11620,126
n11621,128
n11622,128
n11623,19
n11624,128
n11625,128
n11626,122
n11627,128
n11628,82
n11629,128
n1163,128
n11630,127
n11631,35
n11632,128
n11633,111
n11634,128
n11635,114
n11636,111
n11637,118
n11638,120
n11639,72
n1164,110
n11640,127
n11641,8
n11642,5
n11643,20
n11644,124
n11645,127
n11646,127
n11647,128
n11648,128
n11649,34
n1165,114
n11650,128
n11651,128
n11652,116
n11653,73
n11654,128
n11655,128
n11656,82
n11657,128
n11658,125
n11659,99
n1166,114
n11660,128
n11661,128
n11662,114
n11663,113
n11664,113
n11665,118
n11666,119
n11667,126
n11668,5
n11669,6
n1167,121
n11670,19
n11671,128
n11672,72
n11673,128
n11674,128
n11675,115
n11676,116
n11677,118
n11678,122
n11679,125
n1168,124
n11680,64
n11681,128
n11682,7
n11683,4
n11684,16
n11685,126
n11686,128
n11687,128
n11688,124
n11689,128
n1169,69
n11690,128
n11691,128
n11692,97
n11693,128
n11694,52
n11695,39
n11696,76
n11697,123
n11698,23
n11699,52
n1170,128
n11700,128
n11701,105
n11702,128
n11703,124
n11704,52
n11705,128
n11706,128
n11707,117
n11708,64
n11709,128
n1171,125
n11710,71
n11711,128
n11712,128
n11713,108
n11714,128
n11715,107
n11716,128
n11717,108
n11718,117
n11719,110
n1172,8
n11720,112
n11721,116
n11722,117
n11723,123
n11724,6
n11725,5
n11726,18
n11727,128
n11728,62
n11729,128
n1173,7
n11730,128
n11731,111
n11732,111
n11733,112
n11734,118
n11735,121
n11736,66
n11737,128
n11738,125
n11739,6
n1174,21
n11740,22
n11741,128
n11742,128
n11743,115
n11744,128
n11745,128
n11746,128
n11747,107
n11748,128
n11749,128
n1175,128
n11750,125
n11751,114
n11752,128
n11753,120
n11754,128
n11755,128
n11756,112
n11757,97
n11758,128
n11759,108
n1176,128
n11760,100
n11761,128
n11762,102
n11763,116
n11764,128
n11765,96
n11766,124
n11767,128
n11768,89
n11769,103
n1177,118
n11771,85
n11772,105
n11773,120
n11774,127
n11775,128
n11776,111
n11777,113
n11778,110
n11779,116
n1178,128
n11780,118
n11781,55
n11782,128
n11783,4
n11784,20
n11785,121
n11786,128
n11787,128
n11788,113
n11789,128
n1179,38
n11790,34
n11791,128
n11792,128
n11793,108
n11794,114
n11795,128
n11796,114
n11797,93
n11798,126
n11799,124
n1180,128
n11800,93
n11801,124
n11802,122
n11803,124
n11804,90
n11805,109
n11806,122
n11807,87
n11808,110
n11809,119
n1181,22
n11810,119
n11811,88
n11812,123
n11813,112
n11814,64
n11815,124
n11816,124
n11817,124
n11818,80
n11819,124
n1182,101
n11820,118
n11821,74
n11822,124
n11823,116
n11824,116
n11825,75
n11826,116
n11827,104
n11828,115
n11829,115
n1183,128
n11830,114
n11831,90
n11832,126
n11833,79
n11834,128
n11835,126
n11836,122
n11837,84
n11838,128
n11839,81
n1184,37
n11840,128
n11841,127
n11842,95
n11843,88
n11844,124
n11845,124
n11846,49
n11847,113
n11848,99
n11849,71
n1185,71
n11850,94
n11851,11
n11852,125
n11853,18
n11854,62
n11855,126
n11856,126
n11857,125
n11858,52
n11859,38
n1186,124
n11860,73
n11861,118
n11862,125
n11863,80
n11864,15
n11865,35
n11866,95
n11867,100
n11868,92
n11869,125
n1187,57
n11870,56
n11871,70
n11872,124
n11873,39
n11874,125
n11875,57
n11876,97
n11877,113
n11878,55
n11879,53
n1188,92
n11880,64
n11881,30
n11882,106
n11883,105
n11884,28
n11885,107
n11886,113
n11887,118
n11888,82
n11889,16
n1189,73
n11890,121
n11891,82
n11892,82
n11893,64
n11894,64
n11895,44
n11896,64
n11897,110
n11898,115
n11899,114
n1190,128
n11900,122
n11901,122
n11902,126
n11903,3
n11904,7
n11905,11
n11906,71
n11907,40
n11908,71
n11909,71
n1191,124
n11910,109
n11911,89
n11912,97
n11913,118
n11914,58
n11915,39
n11916,67
n11917,118
n11918,4
n11919,4
n1192,108
n11920,126
n11921,5
n11922,7
n11923,117
n11924,99
n11927,125
n11928,3
n11929,99
n1193,89
n11930,99
n11931,112
n11932,61
n11933,61
n11934,118
n11935,35
n11936,37
n11937,114
n11938,116
n11939,48
n1194,128
n11940,119
n11941,30
n11942,128
n11943,92
n11944,109
n11945,54
n11946,117
n11947,78
n11948,100
n11949,103
n1195,79
n11950,101
n11951,110
n11952,112
n11953,118
n11954,5
n11955,7
n11956,21
n11957,96
n11958,47
n11959,96
n1196,126
n11960,96
n11961,100
n11962,105
n11963,102
n11964,111
n11965,113
n11966,54
n11967,96
n11968,119
n11969,3
n1197,128
n11970,6
n11971,17
n11972,96
n11973,96
n11974,112
n11975,96
n11976,96
n11977,96
n11979,97
n1198,128
n11980,122
n11981,49
n11982,76
n11983,120
n11984,23
n11985,125
n11986,33
n11987,67
n11988,116
n11989,23
n1199,128
n11990,67
n11991,67
n11992,32
n11993,110
n11994,47
n11995,107
n11996,79
n11997,44
n11998,91
n11999,110
n1200,120
n12000,25
n12001,70
n12002,84
n12003,96
n12004,18
n12005,107
n12006,116
n12007,106
n12008,126
n12009,111
n1201,102
n12010,99
n12011,60
n12012,128
n12013,60
n12014,100
n12015,128
n12016,98
n12018,128
n12019,128
n1202,128
n12020,128
n12021,128
n12022,128
n12023,128
n12024,128
n12025,117
n12026,114
n12027,112
n12028,118
n12029,119
n1203,87
n12030,69
n12031,128
n12032,128
n12033,4
n12034,6
n12035,20
n12036,128
n12037,128
n12038,101
n12039,128
n1204,124
n12040,47
n12041,128
n12042,128
n12043,98
n12044,113
n12045,128
n12046,128
n12047,101
n12048,101
n12049,128
n1205,128
n12050,119
n12051,89
n12052,128
n12053,105
n12054,105
n12055,128
n12056,124
n12057,96
n12058,128
n12059,89
n1206,128
n12060,126
n12061,128
n12062,83
n12063,118
n12064,123
n12065,123
n12066,46
n12067,123
n12068,112
n12069,40
n1207,128
n12070,123
n12071,112
n12072,119
n12073,52
n12074,112
n12075,97
n12076,108
n12077,124
n12078,121
n12079,86
n1208,117
n12080,123
n12081,104
n12082,128
n12083,122
n12084,116
n12085,96
n12086,125
n12087,85
n12088,126
n12089,122
n1209,128
n12090,106
n12091,81
n12092,114
n12093,120
n12094,68
n12095,103
n12096,76
n12097,70
n12098,90
n12099,15
n1210,128
n12100,126
n12101,19
n12102,50
n12103,104
n12104,70
n12105,16
n12106,34
n12107,89
n12108,101
n12109,72
n1211,102
n12110,23
n12111,52
n12112,80
n12113,25
n12114,108
n12115,110
n12116,110
n12117,115
n12118,117
n12119,49
n1212,120
n12120,92
n12121,122
n12122,3
n12123,11
n12124,92
n12125,92
n12126,120
n12127,80
n12128,52
n12129,80
n1213,128
n12130,110
n12131,107
n12132,112
n12133,114
n12134,115
n12135,43
n12136,90
n12137,120
n12138,1
n12139,7
n1214,128
n12140,11
n12141,90
n12142,90
