node,count
n854,96
n855,128
n856,128
n857,94
n858,98
n860,96
n861,128
n862,103
n863,128
n864,128
n865,101
n866,91
n868,103
n869,128
n870,99
n871,128
n872,128
n873,99
n874,97
n876,99
n877,128
n878,103
n879,128
n880,128
n881,97
n882,91
n884,103
n885,128
n886,97
n887,128
n888,128
n889,99
n890,96
n892,97
n893,128
n894,102
n895,128
n896,128
n897,96
n898,92
n900,102
n901,128
n902,101
n903,128
n904,128
n905,99
n906,95
n908,101
n909,128
n910,102
n911,128
n912,128
n913,94
n914,92
n916,102
n917,128
n918,94
n919,128
n920,128
n921,90
n922,98
n924,94
n925,128
n926,88
n927,128
n928,128
n929,95
n930,105
n932,88
n933,128
n934,96
n935,128
n936,128
n937,93
n938,98
n940,96
n941,128
n942,100
n943,128
n944,128
n945,92
n946,91
n948,100
n949,128
n950,91
n951,128
n952,128
n953,97
n954,99
n956,91
n957,128
n958,90
n959,128
n960,128
n961,98
n962,96
n964,90
n965,128
n966,96
n967,128
n968,128
n969,100
n970,105
n972,96
n973,128
n974,95
n975,128
n976,128
n977,87
n978,101
n980,95
n981,128
n982,101
n983,128
n984,128
n985,97
n986,98
n988,101
n989,128
n990,93
n991,128
n992,128
n993,92
n994,105
n996,93
n997,128
n998,88
n999,128
