node,count
n3622,2
n3623,2
n3624,2
n3625,2
n3626,2
n3627,2
n3628,2
n3629,4
n3630,5
n3631,6
n3632,6
n3633,6
n3634,6
n3635,9
n3636,13
n3637,18
n3638,23
n3639,27
n3640,34
n3641,44
n3642,51
n3643,77
n3644,93
n3645,117
n3709,1
n3710,1
n3711,1
n3712,1
n3713,1
n3714,1
n3715,1
n3716,2
n3717,2
n3718,2
n3719,3
n3720,3
n3721,4
n3722,6
n3723,12
n3724,16
n3725,24
n3726,30
n3727,38
n3728,45
n3729,66
n3730,80
n3731,106
n3798,1
n3799,1
n3800,1
n3801,1
n3802,2
n3803,2
n3804,4
n3805,7
n3806,8
n3807,12
n3808,14
n3809,18
n3810,20
n3811,27
n3812,33
n3813,44
n3814,60
n3815,77
n3816,87
n3817,113
n3873,1
n3874,1
n3875,1
n3876,1
n3877,1
n3878,1
n3879,1
n3880,1
n3881,1
n3882,1
n3883,1
n3884,1
n3885,3
n3886,3
n3887,4
n3888,4
n3889,4
n3890,4
n3891,6
n3892,9
n3893,13
n3894,16
n3895,18
n3896,26
n3897,35
n3898,38
n3899,53
n3900,63
n3901,83
n3902,91
n3903,116
n3965,1
n3966,1
n3967,1
n3968,1
n3969,1
n3970,1
n3971,1
n3972,2
n3973,2
n3974,2
n3975,3
n3976,3
n3977,4
n3978,4
n3979,8
n3980,12
n3981,15
n3982,18
n3983,21
n3984,23
n3985,37
n3986,45
n3987,70
n3988,83
n3989,113
n4054,1
n4055,1
n4056,1
n4057,1
n4058,1
n4059,1
n4060,2
n4061,4
n4062,5
n4063,9
n4064,11
n4065,13
n4066,15
n4067,19
n4068,22
n4069,29
n4070,40
n4071,50
n4072,56
n4073,67
n4074,80
n4075,112
n4141,1
n4142,1
n4143,1
n4144,1
n4145,1
n4146,1
n4147,3
n4148,4
n4149,7
n4150,10
n4151,12
n4152,17
n4153,23
n4154,26
n4155,36
n4156,43
n4157,53
n4158,55
n4159,66
n4160,79
n4161,112
n4236,3
n4237,6
n4238,7
n4239,9
n4240,9
n4241,17
n4242,22
n4243,36
n4244,45
n4245,61
n4246,69
n4247,97
n4310,1
n4311,1
n4312,1
n4313,1
n4314,1
n4315,1
n4316,1
n4317,3
n4318,3
n4319,5
n4320,6
n4321,7
n4322,9
n4323,10
n4324,12
n4325,17
n4326,23
n4327,27
n4328,30
n4329,36
n4330,43
n4331,61
n4332,78
n4333,99
n4397,1
n4398,1
n4399,1
n4400,1
n4401,1
n4402,1
n4403,2
n4404,3
n4405,5
n4406,7
n4407,7
n4408,12
n4409,17
n4410,18
n4411,26
n4412,31
n4413,38
n4414,39
n4415,47
n4416,54
n4417,75
n4418,91
n4419,113
n4492,3
n4493,3
n4494,4
n4495,6
n4496,6
n4497,9
n4498,12
n4499,21
n4500,27
n4501,37
n4502,42
n4503,63
n4504,85
n4505,116
n4566,1
n4567,1
n4568,1
n4569,1
n4570,1
n4571,1
n4572,1
n4573,2
n4574,2
n4575,4
n4576,4
n4577,5
n4578,6
n4579,6
n4580,7
n4581,9
n4582,13
n4583,17
n4584,19
n4585,24
n4586,29
n4587,39
n4588,49
n4589,62
n4590,82
n4591,119
n4659,1
n4660,1
n4661,2
n4662,2
n4663,2
n4664,4
n4665,7
n4666,7
n4667,12
n4668,16
n4669,21
n4670,21
n4671,25
n4672,29
n4673,47
n4674,59
n4675,71
n4676,83
n4677,113
n4748,2
n4749,3
n4750,3
n4751,5
n4752,5
n4753,8
n4754,11
n4755,19
n4756,21
n4757,27
n4758,31
n4759,42
n4760,57
n4761,72
n4762,89
n4763,115
n4822,1
n4823,1
n4824,1
n4825,1
n4826,1
n4827,1
n4828,1
n4829,2
n4830,2
n4831,3
n4832,3
n4833,3
n4834,3
n4835,3
n4836,3
n4837,4
n4838,7
n4839,8
n4840,9
n4841,12
n4842,12
n4843,17
n4844,22
n4845,29
n4846,40
n4847,58
n4848,72
n4849,107
n4915,1
n4916,1
n4917,1
n4918,1
n4919,1
n4920,1
n4921,1
n4922,1
n4923,5
n4924,6
n4925,8
n4926,8
n4927,11
n4928,14
n4929,28
n4930,37
n4931,48
n4932,55
n4933,67
n4934,78
n4935,110
n5005,1
n5006,1
n5007,3
n5008,3
n5009,4
n5010,7
n5011,12
n5012,13
n5013,17
n5014,19
n5015,24
n5016,36
n5017,47
n5018,59
n5019,66
n5020,86
n5021,113
n5085,1
n5086,1
n5087,2
n5088,2
n5089,2
n5090,2
n5091,2
n5092,2
n5093,4
n5094,5
n5095,5
n5096,5
n5097,7
n5098,9
n5099,13
n5100,17
n5101,22
n5102,29
n5103,40
n5104,46
n5105,67
n5106,84
n5107,113
n5171,1
n5172,1
n5173,1
n5174,1
n5175,1
n5176,1
n5177,1
n5178,1
n5179,3
n5180,3
n5181,4
n5182,4
n5183,6
n5184,9
n5185,19
n5186,25
n5187,31
n5188,37
n5189,48
n5190,57
n5191,75
n5192,92
n5193,116
n5263,2
n5264,2
n5265,3
n5266,6
n5267,9
n5268,10
n5269,12
n5270,12
n5271,15
n5272,22
n5273,27
n5274,34
n5275,38
n5276,54
n5277,69
n5278,84
n5279,110
n5341,1
n5342,1
n5343,2
n5344,2
n5345,2
n5346,2
n5347,2
n5348,2
n5349,4
n5350,5
n5351,5
n5352,5
n5353,7
n5354,9
n5355,12
n5356,16
n5357,19
n5358,23
n5359,28
n5360,31
n5361,45
n5362,55
n5363,68
n5364,81
n5365,114
n5427,1
n5428,1
n5429,1
n5430,1
n5431,1
n5432,1
n5433,1
n5434,1
n5435,3
n5436,3
n5437,4
n5438,4
n5439,6
n5440,9
n5441,14
n5442,17
n5443,20
n5444,23
n5445,29
n5446,34
n5447,46
n5448,57
n5449,71
n5450,85
n5451,114
n5519,2
n5520,2
n5521,3
n5522,6
n5523,7
n5524,8
n5525,9
n5526,9
n5527,11
n5528,14
n5529,17
n5530,21
n5531,25
n5532,34
n5533,42
n5534,51
n5535,61
n5536,83
n5537,105
n5599,1
n5600,1
n5601,1
n5602,1
n5603,1
n5604,1
n5605,2
n5606,2
n5607,2
n5608,2
n5609,3
n5610,5
n5611,6
n5612,9
n5613,11
n5614,12
n5615,15
n5616,16
n5617,25
n5618,30
n5619,39
n5620,45
n5621,63
n5622,77
n5623,111
n5695,2
n5696,3
n5697,6
n5698,7
n5699,8
n5700,10
n5701,17
n5702,20
n5703,29
n5704,32
n5705,39
n5706,48
n5707,68
n5708,83
n5709,116
n5775,1
n5776,1
n5777,2
n5778,4
n5779,4
n5780,4
n5781,5
n5782,5
n5783,7
n5784,9
n5785,10
n5786,12
n5787,15
n5788,24
n5789,30
n5790,38
n5791,46
n5792,59
n5793,71
n5794,85
n5795,110
n5853,1
n5854,1
n5855,2
n5856,2
n5857,2
n5858,2
n5859,2
n5860,2
n5861,3
n5862,3
n5863,3
n5864,3
n5865,3
n5866,4
n5867,5
n5868,8
n5869,10
n5870,11
n5871,13
n5872,14
n5873,20
n5874,23
n5875,30
n5876,33
n5877,44
n5878,55
n5879,71
n5880,90
n5881,113
n5951,2
n5952,2
n5953,5
n5954,6
n5955,8
n5956,9
n5957,13
n5958,15
n5959,21
n5960,24
n5961,30
n5962,37
n5963,49
n5964,58
n5965,79
n5966,91
n5967,114
n6034,2
n6035,2
n6036,2
n6037,2
n6038,2
n6039,4
n6040,5
n6041,5
n6042,8
n6043,10
n6044,14
n6045,19
n6046,22
n6047,26
n6048,32
n6049,40
n6050,47
n6051,60
n6052,69
n6053,108
n6117,1
n6118,1
n6119,1
n6120,1
n6121,2
n6122,2
n6123,2
n6124,5
n6125,5
n6126,6
n6127,8
n6128,9
n6129,12
n6130,14
n6131,14
n6132,16
n6133,21
n6134,27
n6135,36
n6136,49
n6137,64
n6138,80
n6139,109
n6207,2
n6208,2
n6209,5
n6210,6
n6211,7
n6212,8
n6213,11
n6214,12
n6215,17
n6216,20
n6217,24
n6218,28
n6219,33
n6220,38
n6221,51
n6222,55
n6223,71
n6224,86
n6225,110
n6290,2
n6291,2
n6292,2
n6293,2
n6294,2
n6295,3
n6296,4
n6297,4
n6298,5
n6299,6
n6300,10
n6301,14
n6302,14
n6303,17
n6304,22
n6305,25
n6306,29
n6307,37
n6308,43
n6309,64
n6310,86
n6311,116
n6373,1
n6374,1
n6375,1
n6376,1
n6377,2
n6378,2
n6379,3
n6380,5
n6381,5
n6382,6
n6383,6
n6384,7
n6385,10
n6386,12
n6387,13
n6388,14
n6389,18
n6390,24
n6391,29
n6392,37
n6393,46
n6394,56
n6395,76
n6396,89
n6397,119
n6463,1
n6464,1
n6465,2
n6466,3
n6467,4
n6468,5
n6469,7
n6470,8
n6471,13
n6472,15
n6473,15
n6474,19
n6475,23
n6476,26
n6477,37
n6478,38
n6479,48
n6480,54
n6481,65
n6482,81
n6483,112
n6546,1
n6547,1
n6548,1
n6549,1
n6550,1
n6551,2
n6552,3
n6553,3
n6554,4
n6555,4
n6556,6
n6557,9
n6558,9
n6559,9
n6560,11
n6561,15
n6562,18
n6563,23
n6564,26
n6565,36
n6566,53
n6567,68
n6568,78
n6569,111
n661,1
n6629,1
n6630,1
n6631,1
n6632,1
n6633,2
n6634,2
n6635,2
n6636,3
n6637,3
n6638,4
n6639,4
n6640,4
n6641,4
n6642,6
n6643,7
n6644,8
n6645,11
n6646,13
n6647,15
n6648,19
n6649,24
n665,1
n6650,32
n6651,48
n6652,59
n6653,77
n6654,91
n6655,113
n669,1
n6721,1
n6722,2
n6723,2
n6724,3
n6725,4
n6726,4
n6727,5
n6728,6
n6729,7
n673,2
n6730,11
n6731,12
n6732,15
n6733,20
n6734,21
n6735,27
n6736,30
n6737,37
n6738,46
n6739,59
n6740,80
n6741,111
n677,2
n6802,1
n6803,1
n6804,1
n6805,1
n6806,1
n6807,1
n6808,1
n6809,1
n681,3
n6810,1
n6811,1
n6812,3
n6813,5
n6814,5
n6815,5
n6816,6
n6817,8
n6818,10
n6819,14
n6820,16
n6821,23
n6822,34
n6823,41
n6824,49
n6825,67
n6826,83
n6827,112
n685,8
n6885,1
n6886,1
n6887,1
n6888,1
n6889,2
n689,11
n6890,2
n6891,2
n6892,2
n6893,2
n6894,2
n6895,2
n6896,2
n6897,2
n6898,3
n6899,4
n6900,4
n6901,6
n6902,7
n6903,10
n6904,13
n6905,15
n6906,19
n6907,29
n6908,36
n6909,48
n6910,54
n6911,64
n6912,75
n6913,109
n693,13
n697,21
n6980,1
n6981,1
n6982,1
n6983,1
n6984,2
n6985,3
n6986,5
n6987,6
n6988,7
n6989,8
n6990,8
n6991,12
n6992,14
n6993,18
n6994,24
n6995,33
n6996,42
n6997,57
n6998,79
n6999,108
n701,32
n705,40
n7058,1
n7059,1
n7060,1
n7061,1
n7062,1
n7063,1
n7064,1
n7065,1
n7066,1
n7067,1
n7068,2
n7069,3
n7070,3
n7071,3
n7072,4
n7073,5
n7074,7
n7075,9
n7076,10
n7077,15
n7078,24
n7079,29
n7080,31
n7081,42
n7082,51
n7083,62
n7084,73
n7085,106
n709,51
n713,69
n7141,1
n7142,1
n7143,1
n7144,1
n7145,1
n7146,1
n7147,1
n7148,1
n7149,1
n7150,1
n7151,1
n7152,1
n7153,1
n7154,1
n7155,1
n7156,1
n7157,1
n7158,1
n7159,3
n7160,5
n7161,7
n7162,11
n7163,18
n7164,23
n7165,28
n7166,32
n7167,39
n7168,44
n7169,60
n717,87
n7170,82
n7171,110
n721,111
n7236,1
n7237,1
n7238,1
n7239,1
n7240,2
n7241,2
n7242,4
n7243,5
n7244,6
n7245,7
n7246,7
n7247,10
n7248,11
n7249,13
n7250,19
n7251,25
n7252,30
n7253,40
n7254,53
n7255,76
n7256,90
n7257,108
n7324,1
n7325,1
n7326,1
n7327,1
n7328,1
n7329,2
n7330,4
n7331,6
n7332,7
n7333,8
n7334,14
n7335,19
n7336,21
n7337,25
n7338,31
n7339,40
n7340,51
n7341,76
n7342,92
n7343,111
n7397,1
n7398,1
n7399,1
n7400,1
n7401,1
n7402,1
n7403,1
n7404,1
n7405,1
n7406,1
n7407,1
n7408,1
n7409,1
n7410,1
n7411,1
n7412,1
n7413,1
n7414,1
n7415,2
n7416,4
n7417,6
n7418,9
n7419,13
n7420,16
n7421,19
n7422,22
n7423,28
n7424,30
n7425,41
n7426,57
n7427,74
n7428,90
n7429,112
n7496,1
n7497,1
n7498,3
n7499,3
n7500,4
n7501,4
n7502,4
n7503,4
n7504,5
n7505,5
n7506,9
n7507,13
n7508,17
n7509,23
n7510,29
n7511,43
n7512,56
n7513,69
n7514,80
n7515,114
n7580,1
n7581,1
n7582,1
n7583,1
n7584,1
n7585,2
n7586,3
n7587,4
n7588,4
n7589,5
n7590,9
n7591,13
n7592,15
n7593,16
n7594,19
n7595,24
n7596,31
n7597,50
n7598,58
n7599,70
n7600,82
n7601,112
n7653,1
n7654,1
n7655,1
n7656,1
n7657,1
n7658,1
n7659,1
n7660,1
n7661,1
n7662,1
n7663,1
n7664,1
n7665,1
n7666,1
n7667,1
n7668,1
n7669,1
n7670,1
n7671,2
n7672,3
n7673,4
n7674,4
n7675,8
n7676,10
n7677,12
n7678,13
n7679,16
n7680,17
n7681,24
n7682,34
n7683,47
n7684,57
n7685,71
n7686,89
n7687,113
n7752,1
n7753,1
n7754,3
n7755,3
n7756,3
n7757,3
n7758,3
n7759,3
n7760,4
n7761,4
n7762,6
n7763,10
n7764,11
n7765,13
n7766,18
n7767,29
n7768,35
n7769,40
n7770,45
n7771,69
n7772,84
n7773,110
n7842,1
n7843,2
n7844,2
n7845,2
n7846,3
n7847,5
n7848,5
n7849,5
n7850,7
n7851,8
n7852,14
n7853,25
n7854,28
n7855,37
n7856,42
n7857,61
n7858,74
n7859,106
n7909,1
n7910,1
n7911,1
n7912,1
n7913,1
n7914,1
n7915,1
n7916,1
n7917,1
n7918,1
n7919,1
n7920,1
n7921,1
n7922,1
n7923,1
n7924,1
n7925,1
n7926,1
n7927,2
n7928,2
n7929,2
n7930,2
n7931,5
n7932,7
n7933,7
n7934,7
n7935,8
n7936,9
n7937,11
n7938,15
n7939,24
n7940,28
n7941,35
n7942,46
n7943,59
n7944,71
n7945,108
n8008,1
n8009,1
n8010,3
n8011,3
n8012,3
n8013,3
n8014,3
n8015,3
n8016,4
n8017,4
n8018,4
n8019,8
n8020,8
n8021,10
n8022,14
n8023,19
n8024,24
n8025,26
n8026,31
n8027,43
n8028,54
n8029,69
n8030,75
n8031,113
n8099,1
n8100,1
n8101,1
n8102,1
n8103,2
n8104,2
n8105,2
n8106,4
n8107,4
n8108,7
n8109,16
n8110,17
n8111,23
n8112,24
n8113,37
n8114,44
n8115,62
n8116,82
n8117,109
n8165,1
n8166,1
n8167,1
n8168,1
n8169,1
n8170,1
n8171,1
n8172,1
n8173,1
n8174,1
n8175,1
n8176,1
n8177,1
n8178,1
