node,count
n892,34
n893,53
n894,58
n895,34
n896,64
n897,71
n898,86
n899,102
n900,13
n901,25
n902,29
n903,35
n904,42
n905,41
n906,77
n907,82
n908,108
n910,26
n911,6
n912,6
n913,23
n914,10
n915,15
n916,27
n917,62
n918,68
n919,69
n920,1
n921,6
n922,9
n923,15
n924,27
n925,59
n926,69
n927,7
n928,7
n929,7
n930,62
n931,73
n932,4
n933,9
n934,15
n935,38
n936,64
n937,76
n938,81
n939,10
n940,20
n941,32
n942,56
n943,35
n944,66
n945,72
n946,7
n947,13
n948,25
n949,54
n950,46
n951,71
n952,86
n953,3
n954,8
n955,18
n956,41
n957,54
n958,55
n959,68
n960,4
n961,11
n962,19
n963,45
n964,58
n965,67
n966,76
n967,8
n968,16
n969,25
n970,48
n971,38
n972,64
n973,72
n974,6
n975,10
n976,25
n977,57
n978,51
n979,71
n980,88
n981,7
n982,10
n983,16
n984,42
n985,43
n986,47
n987,58
n988,10
n989,17
n990,27
n991,59
n992,76
n993,86
n994,103
n995,6
n996,10
n997,18
n998,29
n999,22
